head,tail,source,doc
CT,变应性咳嗽,,
CT,咳痰,,
CT,喘息,,
CT,心动过速,,
CT,慢性咳嗽,,
呼吸频率,意识障碍,,
肺功能,喘息,,
肺功能,肺脾气虚,,
肺功能,胸闷,,
脉搏血氧,心动过速,,
血气分析,呼吸困难,,
血气分析,意识障碍,,
