head,tail,source,doc
CT,中成药,,
CT,头痛,,
CT,气虚,,
CT,流清涕,,
CT,肢体酸痛,,
CT,胸闷,,
CT,腹泻,,
CT,腹胀,,
呼吸频率,中成药,,
呼吸频率,呼吸困难,,
心电图,呼吸困难,,
心电图,咳痰,,
心电图,头痛,,
心电图,慢性咳嗽,,
心电图,流清涕,,
心电图,脉浮,,
肺功能,中成药,,
肺功能,呼吸困难,,
肺功能,咳痰,,
肺功能,头晕,,
肺功能,头痛,,
肺功能,慢性咳嗽,,
肺功能,气虚,,
脉浮,头痛,cooccurrence,22_咳嗽基层诊疗指南（2018年）_cleaned.txt
脉浮,流清涕,cooccurrence,20_【中医证候】慢性阻塞性肺疾病中医证候诊断标准（2011版）_cleaned.txt
脉浮,肌肉酸痛,cooccurrence,20_【中医证候】慢性阻塞性肺疾病中医证候诊断标准（2011版）_cleaned.txt
脉浮,胸闷,cooccurrence,35_咳嗽中医诊疗专家共识意见（2021）_cleaned.txt
血气分析,中成药,,
