排名	词语	频次	PMI	左熵	右熵	得分	分类原因
1063	气促	8	6.1441	2.25	3.0	11.3941	PMI/得分/频次过低
1064	高危	17	6.1964	3.1019	2.0949	11.3931	PMI/得分/频次过低
1065	时应	17	3.9684	3.8522	3.5725	11.393	含结构虚字
1066	氧饱	5	9.2996	1.371	0.7219	11.3924	PMI/得分/频次过低
1067	Getal	7	5.7764	2.8074	2.8074	11.3911	PMI/得分/频次过低
1068	大疱	4	9.0779	0.8113	1.5	11.3892	含结构虚字
1069	应尽可能	4	7.3855	2.0	2.0	11.3855	含结构虚字
1070	etalHigh	4	7.3841	2.0	2.0	11.3841	过长英文
1071	基层医疗卫生	7	7.9981	2.2359	1.1488	11.3828	含结构虚字
1072	装置推荐次序	5	9.9327	0.7219	0.7219	11.3766	含结构虚字
1073	诱发	6	6.9975	2.585	1.7925	11.375	含结构虚字
1074	肺泡	11	6.0392	2.8454	2.4817	11.3663	PMI/得分/频次过低
1075	过敏	6	7.6537	1.4591	2.2516	11.3645	含结构虚字
1076	managementandpreventionofchronic	4	9.0528	0.8113	1.5	11.3641	过长英文
1077	aloneforchronic	4	9.0528	1.5	0.8113	11.3641	过长英文
1078	分级诊疗	6	6.8598	2.585	1.9183	11.3631	含结构虚字
1079	diagnosismanagementand	5	8.6175	1.371	1.371	11.3594	过长英文
1080	步行	9	6.2945	2.6416	2.4194	11.3555	含结构虚字
1081	诊断流程	4	8.3544	1.0	2.0	11.3544	含结构虚字
1082	对照药	10	6.5094	2.3219	2.5219	11.3532	含结构虚字
1083	末期	11	7.5724	0.8659	2.914	11.3523	含结构虚字
1084	定期	59	6.2208	1.2711	3.8568	11.3488	含结构虚字
1085	细支气管炎	5	7.9029	1.5219	1.9219	11.3468	PMI/得分/频次过低
1086	相关的	24	3.1547	4.0535	4.1368	11.3451	含结构虚字
1087	应按照	11	6.6433	1.6729	3.0272	11.3434	含结构虚字
1088	经验证	3	8.1693	1.585	1.585	11.3392	含结构虚字
1089	发展	16	5.6867	2.5244	3.125	11.3361	含结构虚字
1090	studyJChest	3	8.166	1.585	1.585	11.3359	过长英文
1091	作用时间	5	7.0895	2.3219	1.9219	11.3334	含结构虚字
1092	急性加重的	49	3.1359	3.5061	4.6885	11.3305	含结构虚字
1093	研究表明	5	7.0858	1.9219	2.3219	11.3297	含结构虚字
1094	反复下呼吸道	3	8.8213	0.9183	1.585	11.3246	含结构虚字
1095	研究结果	9	6.4932	2.9477	1.88	11.3209	含结构虚字
1096	室内温度	4	7.8197	1.5	2.0	11.3197	含结构虚字
1097	以便能够	3	8.1417	1.585	1.585	11.3116	含结构虚字
1098	颗粒或气体	5	8.6652	0.7219	1.9219	11.3091	含结构虚字
1099	活性药物	6	7.4708	1.585	2.2516	11.3074	含结构虚字
1100	抗菌治疗指征	3	9.4708	0.9183	0.9183	11.3074	含结构虚字
1101	外科	6	6.1368	2.585	2.585	11.3068	PMI/得分/频次过低
1102	高怡	3	8.1368	1.585	1.585	11.3068	PMI/得分/频次过低
1103	慢阻肺病合并	14	5.9525	3.5216	1.8322	11.3064	含结构虚字
1104	运动试验	5	7.4624	1.9219	1.9219	11.3062	含结构虚字
1105	要终点	15	6.8782	0.9183	3.5069	11.3034	含结构虚字
1106	之一	8	5.895	2.4056	3.0	11.3006	含结构虚字
1107	深吸气量	3	8.7958	1.585	0.9183	11.2991	含结构虚字
1108	DPIpMDI	3	8.7958	1.585	0.9183	11.2991	过长英文
1109	缓疾病进展	3	8.7958	0.9183	1.585	11.2991	含结构虚字
1110	复治疗的线上	3	9.4588	0.9183	0.9183	11.2954	含结构虚字
1111	呼吸慢病防治	5	7.0505	1.9219	2.3219	11.2944	含结构虚字
1112	目前尚	4	8.2915	1.5	1.5	11.2915	含结构虚字
1113	观察到	3	8.1177	1.585	1.585	11.2877	含结构虚字
1114	抗氧化剂	3	8.1177	1.585	1.585	11.2877	PMI/得分/频次过低
1115	支气管内活瓣	3	8.7807	1.585	0.9183	11.284	PMI/得分/频次过低
1116	有害	12	6.2799	2.585	2.4183	11.2831	含结构虚字
1117	随机	9	6.2729	2.9477	2.0588	11.2794	含结构虚字
1118	流感	14	6.0932	3.3788	1.8074	11.2793	含结构虚字
1119	instable	4	7.2769	2.0	2.0	11.2769	过长英文
1120	validationoftheCOPD	3	8.7732	1.585	0.9183	11.2765	过长英文
1121	并发	27	4.8126	4.5327	1.9311	11.2764	含结构虚字
1122	JAnnAmThoracSoc	5	7.0303	1.9219	2.3219	11.2741	过长英文
1123	较低	7	5.9383	2.8074	2.5216	11.2673	含结构虚字
1124	递增	3	8.7608	1.585	0.9183	11.2641	PMI/得分/频次过低
1125	劳力	6	8.3619	2.2516	0.65	11.2636	含结构虚字
1126	300个	8	8.7583	0.9183	1.585	11.2616	PMI/得分/频次过低
1127	chronicrespiratory	5	7.5673	2.3219	1.371	11.2602	过长英文
1128	J中华	26	5.1915	4.4697	1.5962	11.2574	含结构虚字
1129	稳定期慢阻肺	13	5.2987	3.2389	2.7193	11.2569	含结构虚字
1130	发病	38	3.692	3.4022	4.1621	11.2563	含结构虚字
1131	预防全球策略	5	8.9144	0.971	1.371	11.2563	含结构虚字
1132	细菌感	6	8.3488	2.2516	0.65	11.2505	PMI/得分/频次过低
1133	敏感	5	7.8057	1.5219	1.9219	11.2496	PMI/得分/频次过低
1134	过度充气	9	6.8546	1.4466	2.9477	11.2489	含结构虚字
1135	临床上	12	5.5439	2.2842	3.4183	11.2463	PMI/得分/频次过低
1136	国内外	4	8.2454	1.5	1.5	11.2454	PMI/得分/频次过低
1137	受损	6	6.8638	1.7925	2.585	11.2413	含结构虚字
1138	运动方式	3	8.0664	1.585	1.585	11.2364	含结构虚字
1139	Ketal	7	6.1914	2.5216	2.5216	11.2347	PMI/得分/频次过低
1140	吸气流速	8	6.6665	2.4056	2.1556	11.2278	含结构虚字
1141	咳痰呼吸困难	5	7.9327	1.9219	1.371	11.2256	含结构虚字
1142	了解	6	6.3884	2.585	2.2516	11.225	含结构虚字
1143	溴铵pMDI5	3	9.3884	0.9183	0.9183	11.225	PMI/得分/频次过低
1144	球菌疫苗接种	3	9.3884	0.9183	0.9183	11.225	含结构虚字
1145	acuteexacerbationsofchronic	3	8.0528	1.585	1.585	11.2227	过长英文
1146	fortheDiagnosis	4	9.5975	0.8113	0.8113	11.22	过长英文
1147	药效学	3	8.0498	1.585	1.585	11.2197	PMI/得分/频次过低
1148	美国	5	7.3747	1.9219	1.9219	11.2186	PMI/得分/频次过低
1149	obstructivesleepapnea	3	8.7122	1.585	0.9183	11.2155	过长英文
1150	Burdenof	6	8.1709	1.7925	1.2516	11.215	过长英文
1151	onthe	6	6.3784	2.2516	2.585	11.215	PMI/得分/频次过低
1152	Effectsof	5	8.1709	0.7219	2.3219	11.2148	过长英文
1153	道感染	15	7.166	1.0389	3.0062	11.2111	含结构虚字
1154	最好	6	6.8323	2.585	1.7925	11.2098	PMI/得分/频次过低
1155	AB	5	7.3628	1.9219	1.9219	11.2067	PMI/得分/频次过低
1156	inprimary	3	8.0318	1.585	1.585	11.2017	过长英文
1157	进行综合	5	6.5557	2.3219	2.3219	11.1996	含结构虚字
1158	时可考虑	5	6.9541	2.3219	1.9219	11.198	含结构虚字
1159	险的措施	3	8.6932	0.9183	1.585	11.1965	含结构虚字
1160	JCochraneDatabaseSystRev	8	6.4453	1.75	3.0	11.1953	过长英文
1161	分枝杆菌	4	8.3827	2.0	0.8113	11.1939	含结构虚字
1162	占预计值百分	4	8.3827	2.0	0.8113	11.1939	含结构虚字
1163	始治疗	21	6.0004	1.408	3.7849	11.1933	含结构虚字
1164	气肿	32	6.5294	0.5975	4.0664	11.1932	PMI/得分/频次过低
1165	增加有关	5	7.3488	2.3219	1.5219	11.1927	含结构虚字
1166	forprevention	4	7.6906	2.0	1.5	11.1906	过长英文
1167	吸入剂	12	4.9782	2.7925	3.4183	11.189	含结构虚字
1168	COPDJNEnglJMed	4	7.1882	2.0	2.0	11.1882	过长英文
1169	JAnn	8	7.0303	2.4056	1.75	11.1859	PMI/得分/频次过低
1170	forstable	3	8.0125	1.585	1.585	11.1824	过长英文
1171	六分钟步行	3	8.6792	1.585	0.9183	11.1824	含结构虚字
1172	长效支气管	17	7.832	2.7045	0.6402	11.1767	PMI/得分/频次过低
1173	量气雾剂	5	8.5328	0.7219	1.9219	11.1766	含结构虚字
1174	不同级别	5	8.132	2.3219	0.7219	11.1759	含结构虚字
1175	多数	12	5.9736	1.9473	3.2516	11.1726	含结构虚字
1176	改变疾病进	7	8.4648	1.8424	0.8631	11.1703	含结构虚字
1177	科医生	17	7.1907	0.6402	3.3372	11.1681	含结构虚字
1178	除非	4	7.6652	2.0	1.5	11.1652	含结构虚字
1179	全球倡议	5	9.071	0.7219	1.371	11.1639	含结构虚字
1180	病史	13	4.5899	3.1808	3.3927	11.1634	PMI/得分/频次过低
1181	家族	4	8.3488	2.0	0.8113	11.1601	PMI/得分/频次过低
1182	呼吸系统疾病	12	6.2817	1.9508	2.9183	11.1509	含结构虚字
1183	etalEffectsof	4	7.6471	1.5	2.0	11.1471	过长英文
1184	运动耐	7	8.4408	1.8424	0.8631	11.1463	含结构虚字
1185	与慢阻肺	36	4.5077	3.9959	2.6423	11.1459	PMI/得分/频次过低
1186	inpatientswithCOPD	7	6.6737	2.8074	1.6645	11.1455	过长英文
1187	气道壁	4	7.1441	2.0	2.0	11.1441	含结构虚字
1188	频繁急性加重	4	7.1441	2.0	2.0	11.1441	含结构虚字
1189	缺血性心	6	8.2424	2.2516	0.65	11.144	含结构虚字
1190	统计学	4	8.1429	1.5	1.5	11.1429	含结构虚字
1191	氧饱和度	4	8.1417	1.5	1.5	11.1417	含结构虚字
1192	药代动力学	4	8.1417	1.5	1.5	11.1417	含结构虚字
1193	LCetal	3	7.9691	1.585	1.585	11.139	PMI/得分/频次过低
1194	SJetal	3	7.9691	1.585	1.585	11.139	PMI/得分/频次过低
1195	etalTiotropium	3	7.9691	1.585	1.585	11.139	过长英文
1196	etalImpactof	3	7.9691	1.585	1.585	11.139	过长英文
1197	etalArandomized	3	7.9691	1.585	1.585	11.139	过长英文
1198	etalPrevalenceand	3	7.9691	1.585	1.585	11.139	过长英文
1199	etalExercise	3	7.9691	1.585	1.585	11.139	过长英文
1200	激动剂抗胆碱	4	9.3213	0.8113	1.0	11.1325	含结构虚字
1201	医院就诊	4	8.132	1.5	1.5	11.132	含结构虚字
1202	计算	3	8.6287	1.585	0.9183	11.1319	含结构虚字
1203	驱动	4	7.6276	1.5	2.0	11.1276	含结构虚字
1204	重塑	5	6.881	1.9219	2.3219	11.1249	PMI/得分/频次过低
1205	exacerbationsofchronicobstructivepulmonary	5	8.0803	2.3219	0.7219	11.1241	过长英文
1206	种长效支气管	6	7.8859	2.585	0.65	11.1209	PMI/得分/频次过低
1207	forthediagnosismanagementand	3	8.6175	0.9183	1.585	11.1207	过长英文
1208	吸入药物	10	4.8756	3.3219	2.9219	11.1195	含结构虚字
1209	exacerbationofchronic	7	8.8601	0.5917	1.6645	11.1163	过长英文
1210	药物治疗方案	6	6.2782	2.2516	2.585	11.1148	含结构虚字
1211	启动	4	8.113	1.5	1.5	11.113	含结构虚字
1212	内科	11	6.4072	2.6635	2.0404	11.1111	PMI/得分/频次过低
1213	氧氟沙星	4	9.2996	0.8113	1.0	11.1108	PMI/得分/频次过低
1214	管舒张剂后	19	7.151	0.5907	3.3661	11.1078	PMI/得分/频次过低
1215	exacerbationsin	8	6.1989	2.75	2.1556	11.1045	过长英文
1216	以便	6	6.7266	2.585	1.7925	11.1041	含结构虚字
1217	第三	9	6.9848	2.281	1.8366	11.1025	PMI/得分/频次过低
1218	1关键点	9	8.2312	1.88	0.9911	11.1023	含结构虚字
1219	forchronicobstructivelungdisease	4	8.7901	0.8113	1.5	11.1014	过长英文
1220	关键词	3	8.5975	1.585	0.9183	11.1007	含结构虚字
1221	气体交	7	7.1441	2.8074	1.1488	11.1003	含结构虚字
1222	创通气	16	7.0566	0.5436	3.5	11.1002	含结构虚字
1223	中央	4	7.5975	1.5	2.0	11.0975	含结构虚字
1224	子版	4	8.2848	0.8113	2.0	11.0961	含结构虚字
1225	以下简称	8	8.1417	1.5488	1.4056	11.0961	含结构虚字
1226	具有协同	3	9.2571	0.9183	0.9183	11.0937	含结构虚字
1227	preventionofchronic	7	8.2752	1.6645	1.1488	11.0885	过长英文
1228	patientswithchronicobstructivepulmonary	7	7.1872	2.2359	1.6645	11.0876	过长英文
1229	impactof	4	7.5859	2.0	1.5	11.0859	过长英文
1230	相关领域	3	7.9103	1.585	1.585	11.0803	含结构虚字
1231	二病因及	3	8.5712	1.585	0.9183	11.0745	含结构虚字
1232	JIntJChronObstruct	6	7.0303	2.2516	1.7925	11.0744	过长英文
1233	最小化	3	7.8981	1.585	1.585	11.068	PMI/得分/频次过低
1234	诊治规范	3	8.5583	1.585	0.9183	11.0616	含结构虚字
1235	合并心血管疾	4	7.5615	2.0	1.5	11.0615	含结构虚字
1236	更频繁	3	7.8845	1.585	1.585	11.0545	含结构虚字
1237	气管炎	20	6.6985	0.569	3.7842	11.0516	PMI/得分/频次过低
1238	室外	7	7.7743	2.1281	1.1488	11.0512	PMI/得分/频次过低
1239	Developmentand	3	7.8805	1.585	1.585	11.0504	过长英文
1240	analysisJ	10	5.7672	2.161	3.1219	11.0501	过长英文
1241	心肌	11	6.2804	3.2776	1.4911	11.0491	PMI/得分/频次过低
1242	科学	10	5.2018	2.9219	2.9219	11.0456	PMI/得分/频次过低
1243	影像学	5	7.2018	1.5219	2.3219	11.0456	含结构虚字
1244	可导致	11	4.921	3.2776	2.8454	11.044	含结构虚字
1245	功能残气量	3	7.8738	1.585	1.585	11.0437	含结构虚字
1246	床医生	9	6.8707	1.4466	2.7255	11.0428	含结构虚字
1247	在临床上	5	6.3987	2.3219	2.3219	11.0426	含结构虚字
1248	予以	8	6.8197	1.8113	2.4056	11.0366	含结构虚字
1249	认识到	3	8.5328	1.585	0.9183	11.036	含结构虚字
1250	上级医	6	8.132	2.2516	0.65	11.0337	PMI/得分/频次过低
1251	基层医疗	23	6.4292	3.671	0.9321	11.0323	PMI/得分/频次过低
1252	systematicanalysis	3	9.1957	0.9183	0.9183	11.0323	过长英文
1253	保证	4	7.0319	2.0	2.0	11.0319	PMI/得分/频次过低
1254	低体重指数	5	7.9854	1.5219	1.5219	11.0293	含结构虚字
1255	两项	3	8.5202	1.585	0.9183	11.0234	PMI/得分/频次过低
1256	目的是	5	7.33	1.371	2.3219	11.0229	含结构虚字
1257	喹诺酮类如	3	8.516	1.585	0.9183	11.0192	含结构虚字
1258	onacute	3	7.8447	1.585	1.585	11.0146	过长英文
1259	exacerbationsofCOPD	8	7.4513	2.5	1.0613	11.0125	过长英文
1260	最小	6	6.9648	2.585	1.4591	11.0089	PMI/得分/频次过低
1261	防治	15	4.548	2.8159	3.6402	11.0042	PMI/得分/频次过低
1262	队列研究	3	7.8343	1.585	1.585	11.0042	含结构虚字
1263	进行评估	8	5.0021	3.0	3.0	11.0021	含结构虚字
1264	均应考虑	3	8.4953	0.9183	1.585	10.9985	含结构虚字
1265	中日友	7	7.5975	2.8074	0.5917	10.9965	含结构虚字
1266	JRespirRes	6	6.6152	1.7925	2.585	10.9927	过长英文
1267	缩唇呼吸	4	6.9884	2.0	2.0	10.9884	含结构虚字
1268	validationof	4	8.1709	2.0	0.8113	10.9822	过长英文
1269	开发	9	6.1536	1.88	2.9477	10.9813	含结构虚字
1270	实现	6	5.8101	2.585	2.585	10.98	含结构虚字
1271	插管	5	7.9352	0.7219	2.3219	10.9791	PMI/得分/频次过低
1272	视频	3	7.8072	1.585	1.585	10.9772	含结构虚字
1273	起始采	3	8.4708	1.585	0.9183	10.9741	含结构虚字
1274	包括年龄	4	7.4739	2.0	1.5	10.9739	含结构虚字
1275	考文献	7	7.859	0.5917	2.5216	10.9723	含结构虚字
1276	性心脏病	17	6.1397	1.4505	3.3816	10.9717	含结构虚字
1277	生物群	5	7.9277	0.7219	2.3219	10.9716	含结构虚字
1278	才能	4	6.9701	2.0	2.0	10.9701	含结构虚字
1279	心悸	3	8.4648	0.9183	1.585	10.968	PMI/得分/频次过低
1280	血流动力学	3	8.4648	1.585	0.9183	10.968	含结构虚字
1281	心血管事件	3	8.4648	0.9183	1.585	10.968	PMI/得分/频次过低
1282	气污染	15	6.729	1.0389	3.1899	10.9579	PMI/得分/频次过低
1283	院士牵头	4	8.9563	1.0	1.0	10.9563	含结构虚字
1284	不一致	6	6.9096	2.2516	1.7925	10.9538	含结构虚字
1285	strategyforthe	4	9.3295	0.8113	0.8113	10.952	过长英文
1286	转换为	3	8.4468	0.9183	1.585	10.9501	含结构虚字
1287	etalLong	5	6.706	2.3219	1.9219	10.9499	过长英文
1288	这两	4	7.4498	2.0	1.5	10.9498	含结构虚字
1289	测量	8	5.1959	3.0	2.75	10.9459	含结构虚字
1290	接受LABA	5	6.7017	2.3219	1.9219	10.9456	含结构虚字
1291	原则CPMP	4	9.3213	0.8113	0.8113	10.9438	含结构虚字
1292	优化	6	6.8981	2.585	1.4591	10.9422	PMI/得分/频次过低
1293	研究中	24	4.388	2.864	3.6887	10.9407	含结构虚字
1294	缺血性心脏病	5	6.6968	2.3219	1.9219	10.9406	含结构虚字
1295	气候变化	7	7.1441	2.1281	1.6645	10.9367	含结构虚字
1296	JInt	10	6.8928	3.1219	0.9219	10.9366	PMI/得分/频次过低
1297	病原体	8	6.3748	2.1556	2.4056	10.9361	含结构虚字
1298	cancera	5	8.0392	1.371	1.5219	10.9321	过长英文
1299	医科大学	14	8.132	2.064	0.7345	10.9306	含结构虚字
1300	etalAssociationof	3	7.7559	1.585	1.585	10.9258	过长英文
1301	inCOPDa	4	6.9237	2.0	2.0	10.9237	过长英文
1302	轻微	4	7.9227	1.5	1.5	10.9227	2字常见通用词
1303	考虑联合	5	7.0752	1.9219	1.9219	10.919	含结构虚字
1304	ofchronicobstructive	29	6.1709	3.3402	1.406	10.9171	过长英文
1305	互作用	10	7.3093	0.8813	2.7219	10.9125	含结构虚字
1306	选择性受	4	8.6008	1.5	0.8113	10.9121	含结构虚字
1307	可以提高	4	6.9103	2.0	2.0	10.9103	含结构虚字
1308	ICSLABALAMA	4	6.9062	2.0	2.0	10.9062	PMI/得分/频次过低
1309	来自	4	6.9037	2.0	2.0	10.9037	含结构虚字
1310	前驱症状	3	8.3999	1.585	0.9183	10.9031	含结构虚字
1311	两者	7	5.2875	2.8074	2.8074	10.9022	PMI/得分/频次过低
1312	重度急性加重	8	5.7464	2.4056	2.75	10.902	含结构虚字
1313	心功能不全	3	7.7278	1.585	1.585	10.8977	含结构虚字
1314	灵敏度	3	7.7266	1.585	1.585	10.8965	含结构虚字
1315	ASystematic	3	9.0588	0.9183	0.9183	10.8954	过长英文
1316	相应地	3	7.7218	1.585	1.585	10.8917	含结构虚字
1317	问卷筛查	3	7.7218	1.585	1.585	10.8917	含结构虚字
1318	肺功能下降	7	5.8466	2.5216	2.5216	10.8899	含结构虚字
1319	preventionofchronicobstructive	5	8.2446	1.9219	0.7219	10.8885	过长英文
1320	心脏病	20	6.3183	0.8476	3.7219	10.8878	PMI/得分/频次过低
1321	不清楚	3	7.717	1.585	1.585	10.8869	含结构虚字
1322	etalMortality	4	7.3841	2.0	1.5	10.8841	过长英文
1323	忌证包括	3	8.3808	0.9183	1.585	10.884	含结构虚字
1324	固定比	5	9.4397	0.7219	0.7219	10.8835	含结构虚字
1325	totiotropium	5	8.7897	1.371	0.7219	10.8826	过长英文
1326	inthetreatmentof	3	7.7098	1.585	1.585	10.8798	过长英文
1327	pulmonaryrehabilitationin	3	7.7098	1.585	1.585	10.8798	过长英文
1328	早期诊断	6	7.1668	1.7925	1.9183	10.8776	含结构虚字
1329	应用于临床	3	7.7074	1.585	1.585	10.8774	含结构虚字
1330	耐受	7	6.9752	2.5216	1.3788	10.8756	含结构虚字
1331	气体	23	3.9672	3.7579	3.1474	10.8725	含结构虚字
1332	inChina	9	7.3688	1.75	1.75	10.8688	过长英文
1333	临床医生	6	6.3633	2.585	1.9183	10.8666	含结构虚字
1334	年第大	4	8.8658	1.0	1.0	10.8658	含结构虚字
1335	其中	13	3.8303	3.7004	3.3347	10.8654	含结构虚字
1336	换异常	4	8.5519	0.8113	1.5	10.8632	含结构虚字
1337	二级及以	7	8.1417	2.1281	0.5917	10.8614	含结构虚字
1338	姑息治疗	4	6.8598	2.0	2.0	10.8598	PMI/得分/频次过低
1339	因果关	3	8.3544	1.585	0.9183	10.8577	含结构虚字
1340	一份	3	8.3544	1.585	0.9183	10.8577	含结构虚字
1341	都应	7	5.8144	2.5216	2.5216	10.8576	含结构虚字
1342	理学改变	4	8.5439	0.8113	1.5	10.8552	含结构虚字
1343	Interpretationof	4	7.849	1.5	1.5	10.849	过长英文
1344	改变疾病进程	5	8.5052	1.371	0.971	10.8471	含结构虚字
1345	自身	3	7.6745	1.585	1.585	10.8444	含结构虚字
1346	异质性	10	6.2366	1.6855	2.9219	10.844	含结构虚字
1347	液分泌	3	8.3396	0.9183	1.585	10.8429	含结构虚字
1348	价格	3	8.3396	1.585	0.9183	10.8429	含结构虚字
1349	较高	12	5.797	3.085	1.9591	10.8411	含结构虚字
1350	充足	4	8.0258	2.0	0.8113	10.8371	PMI/得分/频次过低
1351	呼吸系统	23	6.8668	2.7339	1.2362	10.8369	含结构虚字
1352	气体交换	5	7.1441	2.3219	1.371	10.8369	含结构虚字
1353	冠状	6	7.6629	2.2516	0.9183	10.8328	含结构虚字
1354	加剧	6	6.9928	1.9183	1.9183	10.8294	PMI/得分/频次过低
1355	treatmentofchronicobstructivepulmonarydisease	3	8.8265	1.0	1.0	10.8265	过长英文
1356	呼气末	3	7.6548	1.585	1.585	10.8248	PMI/得分/频次过低
1357	呼吸肌训练	3	7.6548	1.585	1.585	10.8248	含结构虚字
1358	气体陷闭	4	6.8221	2.0	2.0	10.8221	含结构虚字
1359	treatmentof	9	6.8814	1.6577	2.281	10.8202	过长英文
1360	为主	13	5.5926	3.0851	2.1416	10.8193	含结构虚字
1361	非药物治疗	5	6.5738	1.9219	2.3219	10.8177	含结构虚字
1362	胸部检查	3	7.6468	1.585	1.585	10.8168	含结构虚字
1363	每个	4	6.8149	2.0	2.0	10.8149	含结构虚字
1364	易感	7	8.0567	1.3788	1.3788	10.8142	含结构虚字
1365	有显著	10	5.7273	3.1219	1.961	10.8102	含结构虚字
1366	高温	7	6.5519	2.1281	2.1281	10.808	PMI/得分/频次过低
1367	严重程度分级	3	7.6355	1.585	1.585	10.8054	含结构虚字
1368	舒张	88	9.0961	0.8004	0.9078	10.8043	PMI/得分/频次过低
1369	thetreatmentof	5	7.9079	0.971	1.9219	10.8007	过长英文
1370	级医院	9	6.7142	1.3516	2.7255	10.7913	PMI/得分/频次过低
1371	需要进一步	4	7.2902	1.5	2.0	10.7902	含结构虚字
1372	规模	3	8.2853	0.9183	1.585	10.7885	含结构虚字
1373	针对性	8	5.2867	2.75	2.75	10.7867	含结构虚字
1374	exacerbationsofCOPDJ	6	6.6152	2.2516	1.9183	10.7852	过长英文
1375	同作用	9	6.4729	1.8911	2.4194	10.7833	含结构虚字
1376	ofchronicobstructivepulmonary	22	6.3449	3.3863	1.0477	10.7789	过长英文
1377	临床意义	4	6.7783	2.0	2.0	10.7783	PMI/得分/频次过低
1378	strategyfor	5	9.3344	0.7219	0.7219	10.7783	过长英文
1379	可能存在	6	5.608	2.585	2.585	10.7779	含结构虚字
1380	结核	67	9.0152	0.8756	0.8859	10.7767	含结构虚字
1381	相关知识	3	8.2729	0.9183	1.585	10.7762	含结构虚字
1382	学组中国医师	4	8.4648	0.8113	1.5	10.7761	含结构虚字
1383	中心	19	3.9445	2.8978	3.9321	10.7745	含结构虚字
1384	胺类如	3	8.931	0.9183	0.9183	10.7676	含结构虚字
1385	中国专家共识	3	7.5975	1.585	1.585	10.7674	含结构虚字
1386	inpatientswithchronic	9	7.3158	2.9477	0.5033	10.7668	过长英文
1387	的重要	19	3.9067	3.8269	3.0311	10.7647	含结构虚字
1388	注意的是	3	7.5931	1.585	1.585	10.763	含结构虚字
1389	正在接受	3	8.9227	0.9183	0.9183	10.7593	含结构虚字
1390	实践中	9	7.308	0.5033	2.9477	10.7589	含结构虚字
1391	bronchiectasisin	4	8.4468	1.5	0.8113	10.7581	过长英文
1392	普及	7	6.6782	1.8424	2.2359	10.7565	含结构虚字
1393	本次	5	6.1118	2.3219	2.3219	10.7557	含结构虚字
1394	腹部	3	7.5843	1.585	1.585	10.7542	含结构虚字
1395	等众	4	8.2493	1.5	1.0	10.7493	含结构虚字
1396	个µL	3	8.2364	0.9183	1.585	10.7396	PMI/得分/频次过低
1397	呼吸系统疾	16	7.4849	1.9363	1.3113	10.7325	含结构虚字
1398	阻抗训练	4	6.7308	2.0	2.0	10.7308	PMI/得分/频次过低
1399	FEV占预计值	3	7.5583	1.585	1.585	10.7282	含结构虚字
1400	炎症细胞	4	7.7281	1.5	1.5	10.7281	PMI/得分/频次过低
1401	以上医院	6	7.8259	0.65	2.2516	10.7275	含结构虚字
1402	新的研究证	3	8.8899	0.9183	0.9183	10.7265	含结构虚字
1403	etalLungfunction	3	7.554	1.585	1.585	10.7239	过长英文
1404	etalOutcomes	3	7.554	1.585	1.585	10.7239	过长英文
1405	左心	5	6.8798	2.3219	1.5219	10.7237	PMI/得分/频次过低
1406	球策略	6	8.8213	0.65	1.2516	10.723	含结构虚字
1407	12更新要点	4	7.9093	2.0	0.8113	10.7206	含结构虚字
1408	高危人	6	7.8188	2.2516	0.65	10.7204	含结构虚字
1409	新增肺康	3	8.2159	1.585	0.9183	10.7192	PMI/得分/频次过低
1410	α1	7	8.7167	1.0	1.0	10.7167	PMI/得分/频次过低
1411	包括传统	3	8.2108	0.9183	1.585	10.7141	含结构虚字
1412	chronicobstructivelungdiseaseGOLD	3	8.8765	0.9183	0.9183	10.7131	过长英文
1413	前沿	5	9.2676	0.7219	0.7219	10.7115	含结构虚字
1414	patientswithchronicobstructivepulmonarydisease	4	6.711	2.0	2.0	10.711	过长英文
1415	中国全科医学	12	7.482	1.2807	1.9473	10.71	含结构虚字
1416	流行病学调	3	8.2058	1.585	0.9183	10.709	含结构虚字
1417	randomisedcontrolledtrialJ	4	6.7083	2.0	2.0	10.7083	过长英文
1418	JIntJChronObstructPulmonDis	4	6.7083	2.0	2.0	10.7083	过长英文
1419	最新	10	6.6208	2.1219	1.961	10.7037	PMI/得分/频次过低
1420	喘息	3	8.1957	0.9183	1.585	10.699	PMI/得分/频次过低
1421	acuteexacerbationof	7	7.9783	2.1281	0.5917	10.698	过长英文
1422	事件的发生	3	8.1907	0.9183	1.585	10.694	含结构虚字
1423	社区卫生	3	8.1907	1.585	0.9183	10.694	含结构虚字
1424	新增图	3	8.1907	0.9183	1.585	10.694	PMI/得分/频次过低
1425	物的产生	3	8.1907	0.9183	1.585	10.694	含结构虚字
1426	合并心血管	6	6.8572	2.585	1.2516	10.6938	含结构虚字
1427	ventilationfor	3	8.1824	0.9183	1.585	10.6857	过长英文
1428	肺沉积	5	6.0392	2.3219	2.3219	10.6831	PMI/得分/频次过低
1429	可考虑	15	4.8395	2.7329	3.1069	10.6794	含结构虚字
1430	糖尿病	5	6.4337	1.9219	2.3219	10.6776	PMI/得分/频次过低
1431	些患者	13	5.091	2.0382	3.5466	10.6757	含结构虚字
1432	对慢阻肺	29	3.5983	4.6511	2.4259	10.6753	含结构虚字
1433	diseaseJCochrane	7	8.419	1.6645	0.5917	10.6751	过长英文
1434	我国慢阻肺	9	5.2239	2.9477	2.5033	10.6749	PMI/得分/频次过低
1435	Useof	3	8.1709	0.9183	1.585	10.6742	PMI/得分/频次过低
