排名	词语	频次	PMI	左熵	右熵	得分	分类原因
176	起始	17	8.9024	3.6901	2.4165	15.009	含结构虚字
177	参考	29	8.2507	3.8095	2.942	15.0021	含结构虚字
178	手口协	12	10.7027	3.085	1.2075	14.9952	含结构虚字
179	反应	60	6.985	2.9425	5.0566	14.984	含结构虚字
180	resultsfrom	4	12.4588	0.9183	1.585	14.962	过长英文
181	空气污染	12	9.8072	2.4591	2.6887	14.9551	含结构虚字
182	placebocontrolled	5	10.7103	1.9219	2.3219	14.9542	过长英文
183	应用	61	4.7193	5.2566	4.9776	14.9536	含结构虚字
184	免疫调节	4	10.9227	2.0	2.0	14.9227	含结构虚字
185	pulmonarydisease	124	8.7678	1.8847	4.2676	14.9201	过长英文
186	systematicreview	12	11.6932	1.8676	1.3486	14.9095	过长英文
187	randomisedcontrolled	10	10.4208	2.3219	2.161	14.9037	过长英文
188	季节	5	10.6597	1.9219	2.3219	14.9035	含结构虚字
189	地区	11	8.7087	2.914	3.2776	14.9003	含结构虚字
190	Globalstrategy	5	11.8547	2.3219	0.7219	14.8986	过长英文
191	httpwww	6	12.4428	1.7925	0.65	14.8853	过长英文
192	合并	115	7.1615	4.777	2.9334	14.8719	含结构虚字
193	影像	12	9.5637	2.8554	2.4508	14.8699	含结构虚字
194	格隆溴铵	8	11.2888	1.0613	2.5	14.8501	含结构虚字
195	鉴别诊断	10	9.5583	2.161	3.1219	14.8412	含结构虚字
196	规律	13	8.9227	2.5074	3.3927	14.8228	含结构虚字
197	配备	5	11.1253	1.371	2.3219	14.8182	含结构虚字
198	作用	62	5.8541	4.3717	4.5883	14.8142	含结构虚字
199	低氧血症	15	7.6932	3.4566	3.6402	14.79	含结构虚字
200	小气道	12	7.9464	3.4183	3.4183	14.783	含结构虚字
201	其它	13	8.2062	3.1808	3.3927	14.7798	含结构虚字
202	利益冲突	4	11.2782	1.5	2.0	14.7782	含结构虚字
203	年龄	20	8.2335	3.6219	2.9219	14.7774	含结构虚字
204	目标	24	7.6722	3.2662	3.835	14.7733	含结构虚字
205	流行病学	11	8.4648	3.2776	3.0272	14.7696	含结构虚字
206	定义	20	7.5909	3.3842	3.7842	14.7592	含结构虚字
207	慢阻肺病	166	4.8894	5.5244	4.3423	14.7561	PMI/得分/频次过低
208	尚未	9	9.3757	2.9477	2.4194	14.7428	含结构虚字
209	公认	7	11.0697	2.5216	1.1488	14.7402	含结构虚字
210	接种	25	7.606	3.0751	4.0537	14.7347	含结构虚字
211	tripletherapy	5	10.8738	1.9219	1.9219	14.7177	过长英文
212	吸烟	71	5.7459	5.2446	3.727	14.7175	含结构虚字
213	严重	100	7.0197	4.9047	2.7795	14.704	2字常见通用词
214	moderatetosevere	3	12.1957	1.585	0.9183	14.699	过长英文
215	沙美特罗	4	10.6932	2.0	2.0	14.6932	含结构虚字
216	参考文献	6	9.8447	2.2516	2.585	14.6813	含结构虚字
217	职业性粉尘	4	12.6652	1.0	1.0	14.6652	含结构虚字
218	指标	26	6.3983	3.7155	4.5466	14.6604	含结构虚字
219	电子	6	10.6152	2.2516	1.7925	14.6593	含结构虚字
220	证据	26	7.7702	3.1189	3.7672	14.6563	含结构虚字
221	提示	14	7.8635	3.4677	3.3249	14.6561	含结构虚字
222	reductionsurgery	3	12.1433	0.9183	1.585	14.6465	过长英文
223	无创	24	9.1417	3.8554	1.6432	14.6402	含结构虚字
224	日常生活	7	9.588	2.5216	2.5216	14.6313	含结构虚字
225	三联疗法	6	10.5843	1.4591	2.585	14.6284	含结构虚字
226	associatedwith	10	8.9733	2.5219	3.1219	14.6172	过长英文
227	结果	38	7.5569	3.5391	3.4884	14.5845	含结构虚字
228	百分比	9	9.9657	1.4466	3.1699	14.5823	含结构虚字
229	机制	25	7.6314	2.8507	4.0995	14.5815	含结构虚字
230	发作	45	6.0579	4.4081	4.1023	14.5683	含结构虚字
231	近年来	8	9.3984	2.75	2.4056	14.5541	含结构虚字
232	编辑	6	12.4428	0.65	1.4591	14.552	含结构虚字
233	respiratorydiseases	4	12.2364	0.8113	1.5	14.5477	过长英文
234	眠呼吸暂停	3	12.0437	0.9183	1.585	14.547	含结构虚字
235	骤停	3	12.0437	0.9183	1.585	14.547	含结构虚字
236	additiontotiotropiumversus	3	12.0437	1.585	0.9183	14.547	过长英文
237	特罗	31	8.5285	2.2039	3.8087	14.5411	含结构虚字
